название;url;genre;подписки;просмотры;количество авторов
Let's Play;https://www.webtoons.com/en/romance/letsplay/list?title_no=1218;Romance;4800000;652600000;1
The Remarried Empress;https://www.webtoons.com/en/fantasy/the-remarried-empress/list?title_no=2135;Fantasy;2700000;274200000;3
True Beauty;https://www.webtoons.com/en/romance/truebeauty/list?title_no=1436;Romance;7100000;917000000;1
Reunion;https://www.webtoons.com/en/romance/reunion/list?title_no=3416;Romance;901594;26700000;1
No Marriage is Perfect;https://www.webtoons.com/en/romance/no-marriage-is-perfect/list?title_no=4470;Romance;342591;6800000;3
Marry My Husband;https://www.webtoons.com/en/romance/marry-my-husband/list?title_no=4572;Romance;434337;2300000;2
Maybe Meant to Be;https://www.webtoons.com/en/romance/maybe-meant-to-be/list?title_no=4208;Romance;787898;14500000;2
Teenage Mercenary;https://www.webtoons.com/en/action/teenage-mercenary/list?title_no=2677;Action;1200000;60200000;2
LUMINE;https://www.webtoons.com/en/fantasy/lumine/list?title_no=1022;Fantasy;3100000;337100000;1
Monster Duke's Daughter;https://www.webtoons.com/en/fantasy/monster-dukes-daughter/list?title_no=4469;Fantasy;271862;3100000;2
Unlovable Replacement;https://www.webtoons.com/en/romance/unlovable-replacement/list?title_no=1762;Romance;1600000;80100000;1
Jackson's Diary;https://www.webtoons.com/en/supernatural/jacksons-diary/list?title_no=2446;Supernatural;824616;50800000;1
Get Schooled;https://www.webtoons.com/en/drama/get-schooled/list?title_no=2684;Drama;1000000;46200000;2
Sixth Sense Kiss;https://www.webtoons.com/en/romance/sixth-sense-kiss/list?title_no=2921;Romance;949312;50500000;2
Acception;https://www.webtoons.com/en/drama/acception/list?title_no=1513;Drama;859267;150500000;1
The RUNWAY;https://www.webtoons.com/en/romance/the-runway/list?title_no=3691;Romance;664070;23400000;3
Wished You Were Dead;https://www.webtoons.com/en/drama/wished-you-were-dead/list?title_no=3591;Drama;644336;20000000;4
Edith;https://www.webtoons.com/en/romance/edith/list?title_no=1536;Romance;1300000;116200000;1
Perfect Marriage Revenge;https://www.webtoons.com/en/romance/perfect-marriage-revenge/list?title_no=3484;Romance;706712;27200000;3
I Love Yoo;https://www.webtoons.com/en/drama/i-love-yoo/list?title_no=986;Drama;4600000;568100000;1
The Four of Them;https://www.webtoons.com/en/drama/the-four-of-them/list?title_no=1524;Drama;1100000;91700000;1
Weak Hero;https://www.webtoons.com/en/action/weakhero/list?title_no=1726;Action;1300000;175400000;2
Purple Hyacinth;https://www.webtoons.com/en/mystery/purple-hyacinth/list?title_no=1621;Mystery;1600000;107700000;2
The Dark Lord's Confession;https://www.webtoons.com/en/fantasy/the-dark-lords-confession/list?title_no=4464;Fantasy;260376;3300000;1
From a Knight to a Lady;https://www.webtoons.com/en/fantasy/from-a-knight-to-a-lady/list?title_no=3164;Fantasy;504592;19000000;2
Lookism;https://www.webtoons.com/en/drama/lookism/list?title_no=1049;Drama;2600000;593800000;1
Odd Girl Out;https://www.webtoons.com/en/drama/odd-girl-out/list?title_no=1420;Drama;890248;165000000;1
Bitten Contract;https://www.webtoons.com/en/romance/bitten-contract/list?title_no=3689;Romance;452390;13100000;1
She's Hopeless;https://www.webtoons.com/en/drama/shes-hopeless/list?title_no=2767;Drama;907341;37100000;1
Archie Comics:Big Ethel Energy;https://www.webtoons.com/en/drama/archie-comics-big-ethel-energy/list?title_no=3363;Drama;386416;20300000;3
The Greatest Estate Developer;https://www.webtoons.com/en/fantasy/the-greatest-estate-developer/list?title_no=3596;Fantasy;240987;8400000;3
Boyfriend of the Dead;https://www.webtoons.com/en/comedy/boyfriend-of-the-dead/list?title_no=1102;Comedy;2000000;416900000;1
Secretary Out-of-Order;https://www.webtoons.com/en/romance/secretary-out-of-order/list?title_no=3790;Romance;499152;15900000;2
Dear Nemesis;https://www.webtoons.com/en/drama/dear-nemesis/list?title_no=4467;Drama;256700;2400000;3
After School Lessonsfor Unripe Apples;https://www.webtoons.com/en/drama/after-school-lessons-for-unripe-apples/list?title_no=3093;Drama;274596;13000000;1
Viral Hit;https://www.webtoons.com/en/action/viral-hit/list?title_no=2268;Action;714340;56700000;2
To You Who Swallowed a Star;https://www.webtoons.com/en/romance/to-you-who-swallowed-a-star/list?title_no=2533;Romance;533564;26900000;1
My Reason to Die;https://www.webtoons.com/en/romance/my-reason-to-die/list?title_no=3993;Romance;280590;5100000;1
To Tame a Fire;https://www.webtoons.com/en/supernatural/to-tame-a-fire/list?title_no=3763;Supernatural;219065;1900000;1
Another Love;https://www.webtoons.com/en/romance/another-love/list?title_no=3964;Romance;321606;8000000;3
Lost in Translation;https://www.webtoons.com/en/drama/lost-in-translation/list?title_no=1882;Drama;642474;42800000;1
"In the Bleak Midwinter;";https://www.webtoons.com/en/sf/in-the-bleak-midwinter/list?title_no=1946;Sci-fi;608946;23400000;2
To Not Die;https://www.webtoons.com/en/drama/to-not-die/list?title_no=3787;Drama;199282;4900000;2
Cierra;https://www.webtoons.com/en/romance/cierra/list?title_no=3670;Romance;325029;5600000;2
A Chance At Last;https://www.webtoons.com/en/romance/a-chance-at-last/list?title_no=3909;Romance;198545;4800000;2
My Dud to Stud Boyfriend;https://www.webtoons.com/en/drama/my-dud-to-stud-boyfriend/list?title_no=4353;Drama;112140;2000000;2
The Blood of the Butterfly;https://www.webtoons.com/en/fantasy/blood-of-the-butterfly/list?title_no=3162;Fantasy;440719;11600000;1
Study Group;https://www.webtoons.com/en/action/study-group/list?title_no=3595;Action;462572;11400000;2
Back to You;https://www.webtoons.com/en/drama/back-to-you/list?title_no=2113;Drama;719784;36800000;1
Date First, Love Later;https://www.webtoons.com/en/romance/date-first-love-later/list?title_no=3345;Romance;359057;13000000;3
Manager Kim;https://www.webtoons.com/en/action/manager-kim/list?title_no=3917;Action;212123;4800000;2
Daytime Star;https://www.webtoons.com/en/drama/daytime-star/list?title_no=3908;Drama;226662;5400000;2
Console Her;https://www.webtoons.com/en/romance/console-her/list?title_no=3054;Romance;76537;1200000;1
No Longer A Heroine!;https://www.webtoons.com/en/drama/no-longer-a-heroine/list?title_no=1264;Drama;426982;23700000;1
Secret Playlist;https://www.webtoons.com/en/romance/secret-playlist/list?title_no=2395;Romance;627547;30200000;1
A Whirlwind Campus Affair;https://www.webtoons.com/en/drama/a-whirlwind-campus-affair/list?title_no=4094;Drama;194692;3600000;1
Fictional Skin;https://www.webtoons.com/en/drama/fictional-skin/list?title_no=3272;Drama;178303;4000000;1
Flawed Almighty;https://www.webtoons.com/en/supernatural/flawed-almighty/list?title_no=3577;Supernatural;216144;8100000;2
Space Boy;https://www.webtoons.com/en/sf/space-boy/list?title_no=400;Sci-fi;438511;76800000;1
The Croaking;https://www.webtoons.com/en/fantasy/the-croaking/list?title_no=1494;Fantasy;616369;52800000;1
Watermelon;https://www.webtoons.com/en/fantasy/watermelon/list?title_no=1435;Fantasy;743984;63600000;1
The Prenup;https://www.webtoons.com/en/romance/the-prenup/list?title_no=4006;Romance;230718;5000000;3
The Fox Club;https://www.webtoons.com/en/romance/the-fox-club/list?title_no=4079;Romance;131896;3100000;1
Charming You;https://www.webtoons.com/en/romance/charming-you/list?title_no=4156;Romance;162144;2600000;2
Neon Revenge;https://www.webtoons.com/en/action/neon-revenge/list?title_no=2510;Action;375379;13200000;2
Pyramid Game;https://www.webtoons.com/en/drama/pyramid-game/list?title_no=2277;Drama;230980;10300000;1
Housekeeper;https://www.webtoons.com/en/sf/housekeeper/list?title_no=3479;Sci-fi;118751;1800000;2
Heir's Game;https://www.webtoons.com/en/drama/heirs-game/list?title_no=1445;Drama;300906;31700000;1
Rewriting Our Love Story;https://www.webtoons.com/en/romance/rewriting-our-love-story/list?title_no=4491;Romance;130720;1100000;2
Midnight Rain;https://www.webtoons.com/en/drama/midnight-rain/list?title_no=1797;Drama;372080;15700000;1
The Tax Reaper;https://www.webtoons.com/en/drama/the-tax-reaper/list?title_no=4115;Drama;197897;3400000;3
Mistake;https://www.webtoons.com/en/drama/mistake/list?title_no=4118;Drama;152667;2000000;2
The Girl Downstairs;https://www.webtoons.com/en/romance/the-girl-downstairs/list?title_no=1809;Romance;566846;38500000;1
Seven Years Later;https://www.webtoons.com/en/drama/seven-years-later/list?title_no=3647;Drama;192353;2200000;2
Aza;https://www.webtoons.com/en/fantasy/aza/list?title_no=3994;Fantasy;252006;3700000;1
Our Secret Alliance;https://www.webtoons.com/en/romance/our-secret-alliance/list?title_no=4178;Romance;158700;2100000;1
Take Me, I'm Yours;https://www.webtoons.com/en/drama/take-me-im-yours/list?title_no=2833;Drama;250281;6200000;2
Woven;https://www.webtoons.com/en/fantasy/woven/list?title_no=2744;Fantasy;121737;1800000;1
The Spark in Your Eyes;https://www.webtoons.com/en/fantasy/the-spark-in-your-eyes/list?title_no=3210;Fantasy;236581;5600000;1
The Nuna at Our Office;https://www.webtoons.com/en/drama/the-nuna-at-our-office/list?title_no=3089;Drama;233669;5800000;3
Random Chat;https://www.webtoons.com/en/drama/random-chat/list?title_no=1669;Drama;353098;27600000;1
Four Leaf;https://www.webtoons.com/en/fantasy/four-leaf/list?title_no=1454;Fantasy;235741;13700000;1
Who's Mr. President?;https://www.webtoons.com/en/drama/whos-mr-president/list?title_no=4117;Drama;124192;1600000;2
Fluidum;https://www.webtoons.com/en/drama/fluidum/list?title_no=2283;Drama;202336;10600000;2
Exchange Student;https://www.webtoons.com/en/drama/exchange-student/list?title_no=4288;Drama;91832;721597;1
Da Yomanville Gang;https://www.webtoons.com/en/drama/da-yomanville-gang/list?title_no=1578;Drama;238230;19500000;1
Ghost on the Roof;https://www.webtoons.com/en/drama/ghost-on-the-roof/list?title_no=2872;Drama;93595;1200000;1
A DeadbEAT's Meal;https://www.webtoons.com/en/slice-of-life/a-deadbeats-meal/list?title_no=3910;Slice of life;105550;1800000;1
Our Time;https://www.webtoons.com/en/drama/our-time/list?title_no=3600;Drama;119750;2500000;2
Loser Coin;https://www.webtoons.com/en/drama/loser-coin/list?title_no=4177;Drama;79385;1300000;2
Time and Reason;https://www.webtoons.com/en/romance/time-and-reason/list?title_no=4210;Romance;102809;1100000;1
Savior;https://www.webtoons.com/en/fantasy/savior/list?title_no=3413;Fantasy;186475;3000000;2
Mage Again;https://www.webtoons.com/en/fantasy/mage-again/list?title_no=3476;Fantasy;119070;2700000;2
Survival Log;https://www.webtoons.com/en/action/survival-log/list?title_no=4175;Action;49109;849956;1
#Blessed;https://www.webtoons.com/en/drama/blessed/list?title_no=1193;Drama;441206;21400000;1
A Man's Man;https://www.webtoons.com/en/drama/a-mans-man/list?title_no=2876;Drama;102866;3100000;3
The World is Money and Power;https://www.webtoons.com/en/action/the-world-is-money-and-power/list?title_no=2615;Action;205372;6800000;2
Money Game;https://www.webtoons.com/en/thriller/money-game/list?title_no=3254;Thriller;80209;2300000;1
Time Roulette;https://www.webtoons.com/en/fantasy/time-roulette/list?title_no=4313;Fantasy;97172;858058;3
Write to Your Heart!;https://www.webtoons.com/en/drama/write-to-your-heart/list?title_no=4161;Drama;70310;1100000;1
The Snake and the Flower;https://www.webtoons.com/en/historical/the-snake-and-the-flower/list?title_no=2619;Historical;226166;5900000;1
Spring Once Again;https://www.webtoons.com/en/drama/spring-once-again/list?title_no=4262;Drama;54866;413615;1
SOLEIL;https://www.webtoons.com/en/fantasy/soleil/list?title_no=1823;Fantasy;240778;7600000;1
IF;https://www.webtoons.com/en/action/if/list?title_no=1925;Action;147243;4300000;1
Principal's Livestream;https://www.webtoons.com/en/comedy/principals-livestream/list?title_no=4261;Comedy;37798;364038;1
Superstar AssociateManager;https://www.webtoons.com/en/drama/superstar-associate-manager/list?title_no=4357;Drama;48239;267421;3
Coffin Jackson;https://www.webtoons.com/en/drama/coffin-jackson/list?title_no=4449;Drama;50331;548405;1
CODE HELIX;https://www.webtoons.com/en/drama/code-helix/list?title_no=3267;Drama;40947;1000000;2
To Be Ordinary!;https://www.webtoons.com/en/drama/to-be-ordinary/list?title_no=3246;Drama;55984;1500000;1
Kidults;https://www.webtoons.com/en/slice-of-life/kidults/list?title_no=2968;Slice of life;148288;2900000;1
Dr. Frost;https://www.webtoons.com/en/mystery/dr-frost/list?title_no=371;Mystery;400441;39200000;1
Romance Punch;https://www.webtoons.com/en/comedy/romance-punch/list?title_no=3360;Comedy;65992;622445;1
Of What Remains;https://www.webtoons.com/en/thriller/of-what-remains/list?title_no=2720;Thriller;86268;1200000;1
Tomorrow;https://www.webtoons.com/en/drama/tomorrow/list?title_no=3913;Drama;139245;1800000;1
Maya's World;https://www.webtoons.com/en/drama/mayas-world/list?title_no=3200;Drama;105175;2000000;1
Blue;https://www.webtoons.com/en/drama/blue/list?title_no=3477;Drama;124218;823616;1
From Morning to Night;https://www.webtoons.com/en/fantasy/from-morning-to-night/list?title_no=3207;Fantasy;132885;1500000;1
Discovering Love: A Harlequin Romance Collection;https://www.webtoons.com/en/romance/discovering-love-a-harlequin-romance-collection/list?title_no=3791;Romance;60948;1000000;1
Shotgun Boy;https://www.webtoons.com/en/thriller/shotgun-boy/list?title_no=2534;Thriller;880949;39300000;2
Unholy Blood;https://www.webtoons.com/en/supernatural/unholy-blood/list?title_no=1262;Supernatural;1800000;120600000;2
It's Mine;https://www.webtoons.com/en/thriller/its-mine/list?title_no=2010;Thriller;1200000;93000000;1
My ID is Gangnam Beauty!;https://www.webtoons.com/en/drama/my-id-is-gangnam-beauty/list?title_no=3064;Drama;300131;10800000;1
Let Me Stay Over Tonight!;https://www.webtoons.com/en/romance/let-me-stay-over-tonight/list?title_no=2683;Romance;302830;12600000;2
Unwritten Death;https://www.webtoons.com/en/romance/muerte-no-escrita/list?title_no=3201;Romance;217833;7100000;1
My Dear Cold-Blooded King;https://www.webtoons.com/en/romance/my-dear-cold-blooded-king/list?title_no=961;Romance;2000000;291600000;1
Muted;https://www.webtoons.com/en/supernatural/muted/list?title_no=1566;Supernatural;780027;59400000;1
Before We Knew It;https://www.webtoons.com/en/romance/before-we-knew-it/list?title_no=1972;Romance;699169;45500000;1
Your Letter;https://www.webtoons.com/en/drama/your-letter/list?title_no=1540;Drama;543990;10800000;1
To Love Your Enemy;https://www.webtoons.com/en/romance/to-love-your-enemy/list?title_no=2114;Romance;1900000;137900000;2
Mom, I'm Sorry;https://www.webtoons.com/en/drama/mom-im-sorry/list?title_no=2049;Drama;812913;41600000;2
My Life as a Loser;https://www.webtoons.com/en/drama/my-life-as-a-loser/list?title_no=3114;Drama;182943;6200000;2
Where Tangents Meet;https://www.webtoons.com/en/romance/where-tangents-meet/list?title_no=421;Romance;1200000;93000000;1
The Horizon;https://www.webtoons.com/en/drama/the-horizon/list?title_no=3141;Drama;204914;2800000;1
Gourmet Hound;https://www.webtoons.com/en/drama/gourmet-hound/list?title_no=1245;Drama;865586;108300000;1
Bastard;https://www.webtoons.com/en/thriller/bastard/list?title_no=485;Thriller;1600000;142500000;2
Whale Star: The Gyeongseong Mermaid;https://www.webtoons.com/en/drama/whale-star-the-gyeongseong-mermaid/list?title_no=3237;Drama;272873;9700000;1
A Good Day to be a Dog;https://www.webtoons.com/en/romance/a-good-day-tobe-a-dog/list?title_no=1390;Romance;1300000;104400000;1
Age Matters;https://www.webtoons.com/en/romance/age-matters/list?title_no=1364;Romance;3600000;388600000;1
Madame Outlaw;https://www.webtoons.com/en/historical/madame-outlaw/list?title_no=2716;Historical;278821;8100000;2
Moonlight Beauty Parlor;https://www.webtoons.com/en/drama/moonlight-beauty-parlor/list?title_no=3092;Drama;169480;4200000;1
There's Love Hidden in Lies;https://www.webtoons.com/en/romance/theres-love-hidden-in-lies/list?title_no=2467;Romance;286928;12200000;1
She Would Never Know;https://www.webtoons.com/en/romance/she-would-never-know/list?title_no=2508;Romance;424096;13400000;3
SAVE ME;https://www.webtoons.com/en/drama/bts-save-me/list?title_no=1514;Drama;2400000;56300000;2
Hooky;https://www.webtoons.com/en/fantasy/hooky/list?title_no=425;Fantasy;875161;101700000;1
The Makeup Remover;https://www.webtoons.com/en/romance/the-makeup-remover/list?title_no=2186;Romance;1200000;101200000;1
Dark Mortal;https://www.webtoons.com/en/drama/dark-mortal/list?title_no=2505;Drama;229024;10300000;1
Yumi's Cells;https://www.webtoons.com/en/slice-of-life/yumi-cell/list?title_no=478;Slice of life;695002;191000000;1
Cherry Blossoms;https://www.webtoons.com/en/romance/cherry-blossoms/list?title_no=1005;Romance;168756;2500000;1
The Strange Tales of Oscar Zahn;https://www.webtoons.com/en/fantasy/the-strange-tales-of-oscar-zahn/list?title_no=685;Fantasy;347768;15400000;1
Life Outside the Circle;https://www.webtoons.com/en/drama/life-outside-the-circle/list?title_no=1260;Drama;211628;12600000;1
Tales of Greed;https://www.webtoons.com/en/thriller/tales-of-greed/list?title_no=2772;Thriller;201371;6000000;2
My Boo;https://www.webtoons.com/en/supernatural/my-boo/list?title_no=1185;Supernatural;892055;46700000;1
Kids Are All Right;https://www.webtoons.com/en/drama/kids-are-all-right/list?title_no=283;Drama;97743;6100000;1
A Mark Against Thee;https://www.webtoons.com/en/drama/a-mark-against-thee/list?title_no=4119;Drama;55140;2600000;1
SHADOW;https://www.webtoons.com/en/super-hero/shadow/list?title_no=281;Superhero;186863;3800000;2
The Sound of Magic: Annarasumanara;https://www.webtoons.com/en/drama/the-sound-of-magic-annarasumanara/list?title_no=77;Drama;370261;13300000;1
Double-Binded By Love;https://www.webtoons.com/en/romance/double-binded-by-love/list?title_no=3438;Romance;141925;2400000;2
Late Bloomer;https://www.webtoons.com/en/romance/late-bloomer/list?title_no=988;Romance;326210;15800000;1
ShootAround;https://www.webtoons.com/en/drama/shoot-around/list?title_no=399;Drama;167175;25900000;1
The Sound of Another;https://www.webtoons.com/en/sf/the-sound-of-another/list?title_no=2955;Sci-fi;199874;3400000;2
HEART Anthology;https://www.webtoons.com/en/heartwarming/heart-anthology/list?title_no=2191;Heartwarming;233873;12000000;3
Days of Hana;https://www.webtoons.com/en/drama/days-of-hana/list?title_no=1246;Drama;1100000;103000000;1
If AI Ruled the World;https://www.webtoons.com/en/sf/if-ai-ruled-the-world/list?title_no=2605;Sci-fi;170989;4400000;2
LUFF;https://www.webtoons.com/en/romance/luff/list?title_no=1489;Romance;1200000;92700000;1
Death's Game;https://www.webtoons.com/en/drama/deaths-game/list?title_no=1265;Drama;334394;13800000;2
Her Bucket List;https://www.webtoons.com/en/romance/her-bucket-list/list?title_no=2564;Romance;325943;9700000;2
Girls of the Wild's;https://www.webtoons.com/en/action/girls-of-the-wilds/list?title_no=93;Action;854506;171700000;2
House of Stars;https://www.webtoons.com/en/fantasy/house-of-stars/list?title_no=1620;Fantasy;236969;5700000;2
Ghost Theater;https://www.webtoons.com/en/drama/ghost-theater/list?title_no=1911;Drama;399965;15800000;1
Assassin Roommate;https://www.webtoons.com/en/romance/assassin-roommate/list?title_no=1050;Romance;871379;71500000;1
Big Jo;https://www.webtoons.com/en/romance/big-jo/list?title_no=854;Romance;552023;74100000;1
Spirit Fingers;https://www.webtoons.com/en/drama/spirit-fingers/list?title_no=1577;Drama;336625;33400000;1
Scorching Romance;https://www.webtoons.com/en/romance/scorching-romance/list?title_no=1662;Romance;614159;45700000;1
Oh! Holy;https://www.webtoons.com/en/romance/oh-holy/list?title_no=809;Romance;1600000;140400000;1
Cheese in the Trap;https://www.webtoons.com/en/drama/cheese-in-the-trap/list?title_no=99;Drama;1100000;153700000;1
THE GIRL FROM CLASS;https://www.webtoons.com/en/drama/the-girl-from-class/list?title_no=73;Drama;119195;6800000;1
Dear X;https://www.webtoons.com/en/thriller/dearx/list?title_no=2503;Thriller;231726;6700000;1
Dragnarok;https://www.webtoons.com/en/fantasy/dragnarok/list?title_no=1018;Fantasy;362573;10500000;2
The Stories of Those Around Me;https://www.webtoons.com/en/romance/the-stories-of-those-around-me/list?title_no=96;Romance;253942;17000000;1
Salty Studio;https://www.webtoons.com/en/romance/salty-studio/list?title_no=74;Romance;328976;21500000;1
Taste of Illness;https://www.webtoons.com/en/drama/taste-of-illness/list?title_no=2506;Drama;161346;3300000;1
The Savior's Time;https://www.webtoons.com/en/thriller/the-saviors-time/list?title_no=2608;Thriller;129177;2500000;1
Yuna & Kawachan;https://www.webtoons.com/en/drama/yuna-and-kawachan/list?title_no=1840;Drama;219882;10100000;1
This Magical Moment;https://www.webtoons.com/en/supernatural/this-magical-moment/list?title_no=2563;Supernatural;153711;4000000;1
Friday: Forbidden Tales;https://www.webtoons.com/en/thriller/friday/list?title_no=388;Thriller;176224;12900000;1
Lilac 200%;https://www.webtoons.com/en/drama/lilac-200/list?title_no=3116;Drama;68814;2300000;1
See No Evil;https://www.webtoons.com/en/thriller/see-no-evil/list?title_no=2738;Thriller;156825;3300000;2
The Aftermath;https://www.webtoons.com/en/drama/the-aftermath/list?title_no=3344;Drama;65020;1000000;1
Behind the Curtain;https://www.webtoons.com/en/romance/behind-the-curtain/list?title_no=2858;Romance;112824;1500000;1
Garden Club Detective Squad;https://www.webtoons.com/en/mystery/garden-club-detective-squad/list?title_no=2410;Mystery;195405;5600000;1
Under the Aegis;https://www.webtoons.com/en/fantasy/under-the-aegis/list?title_no=436;Fantasy;89759;11000000;1
Cupid's Arrows;https://www.webtoons.com/en/romance/cupids-arrows/list?title_no=1538;Romance;93865;3800000;1
Crown of Feathers;https://www.webtoons.com/en/fantasy/crown-of-feathers/list?title_no=2126;Fantasy;303965;10100000;3
The World Where I Belong;https://www.webtoons.com/en/supernatural/the-world-where-i-belong/list?title_no=1318;Supernatural;327291;9000000;1
FAMILY MAN;https://www.webtoons.com/en/drama/family-man/list?title_no=85;Drama;38890;2600000;1
Winter Woods;https://www.webtoons.com/en/drama/winter-woods/list?title_no=344;Drama;743952;70100000;2
About Death;https://www.webtoons.com/en/drama/about-death/list?title_no=82;Drama;136935;6200000;2
Bloodhounds;https://www.webtoons.com/en/action/bloodhounds/list?title_no=4000;Action;63588;1300000;1
Asterion;https://www.webtoons.com/en/drama/asterion/list?title_no=2471;Drama;98978;1900000;1
A Fake Affair;https://www.webtoons.com/en/romance/a-fake-affiar/list?title_no=2276;Romance;44475;1300000;1
Laras's Heart;https://www.webtoons.com/en/drama/larashati/list?title_no=3483;Drama;89205;1400000;1
11 of Me;https://www.webtoons.com/en/supernatural/11-of-me/list?title_no=3235;Supernatural;103191;1500000;2
Be Still My Heart;https://www.webtoons.com/en/sports/be-still-my-heart/list?title_no=4012;Sports;29193;588538;1
Magic Soda Pop;https://www.webtoons.com/en/supernatural/magic-soda-pop/list?title_no=1947;Supernatural;148897;4900000;1
Magical 12th Graders;https://www.webtoons.com/en/super-hero/magical-12th-graders/list?title_no=90;Superhero;155938;11700000;2
God of Bath;https://www.webtoons.com/en/comedy/god-of-bath/list?title_no=91;Comedy;123769;5600000;1
The Weight of Our Sky;https://www.webtoons.com/en/historical/the-weight-of-our-sky/list?title_no=1739;Historical;255400;8300000;2
WEBTOON GREENLiGHT;https://www.webtoons.com/en/fantasy/webtoon-greenlight/list?title_no=1988;Fantasy;749410;16200000;2
The Golden Spoon;https://www.webtoons.com/en/drama/the-golden-spoon/list?title_no=2565;Drama;58817;2600000;1
American Road Trip;https://www.webtoons.com/en/drama/american-road-trip/list?title_no=2209;Drama;100824;1800000;2
Ctrl+Z;https://www.webtoons.com/en/thriller/ctrlz/list?title_no=2141;Thriller;196932;9500000;1
Heroine Chic;https://www.webtoons.com/en/super-hero/heroine-chic/list?title_no=561;Superhero;275361;24600000;2
The Masked Fables;https://www.webtoons.com/en/fantasy/the-masked-fables/list?title_no=2384;Fantasy;147310;3100000;1
Faust;https://www.webtoons.com/en/supernatural/faust/list?title_no=522;Supernatural;84874;8900000;1
Witch Hunt;https://www.webtoons.com/en/supernatural/witch-hunt/list?title_no=363;Supernatural;266484;20000000;1
Gepetto;https://www.webtoons.com/en/sf/gepetto/list?title_no=81;Sci-fi;168490;14700000;1
Subtle Disaster;https://www.webtoons.com/en/drama/subtle-disaster/list?title_no=350;Drama;48926;3400000;1
Ode to Our Youth;https://www.webtoons.com/en/comedy/ode-to-our-youth/list?title_no=3898;Comedy;37529;720412;1
Power Ballad;https://www.webtoons.com/en/super-hero/power-ballad/list?title_no=987;Superhero;38257;1200000;1
New Normal: Class 8;https://www.webtoons.com/en/drama/new-normal-class-8/list?title_no=100;Drama;233483;41000000;1
2015: Space Series;https://www.webtoons.com/en/sf/2015-space-series/list?title_no=391;Sci-fi;58470;1100000;1
Davinchibi;https://www.webtoons.com/en/fantasy/davinchibi/list?title_no=1190;Fantasy;72940;1200000;2
Westwood Vibrato;https://www.webtoons.com/en/drama/westwood-vibrato/list?title_no=537;Drama;61392;2800000;2
Thornstone;https://www.webtoons.com/en/fantasy/thornstone/list?title_no=1612;Fantasy;76631;4300000;1
Haxor;https://www.webtoons.com/en/sf/haxor/list?title_no=1325;Sci-fi;93280;1900000;1
Heartwired;https://www.webtoons.com/en/sf/heartwired/list?title_no=1539;Sci-fi;121941;2100000;2
Metaphorical HER;https://www.webtoons.com/en/drama/metaphorical-her/list?title_no=1475;Drama;59064;1300000;2
Caster;https://www.webtoons.com/en/action/caster/list?title_no=1461;Action;49541;850024;2
Sithrah;https://www.webtoons.com/en/fantasy/sithrah/list?title_no=524;Fantasy;50856;3100000;1
Aisopos;https://www.webtoons.com/en/drama/aisopos/list?title_no=76;Drama;58643;5600000;2
Alice Elise;https://www.webtoons.com/en/fantasy/alice-elise/list?title_no=1481;Fantasy;60892;1300000;1
All That You Are;https://www.webtoons.com/en/drama/all-that-you-are/list?title_no=403;Drama;46766;1600000;1
City of Walls;https://www.webtoons.com/en/drama/city-of-wall/list?title_no=505;Drama;19532;460673;2
No Outtakes;https://www.webtoons.com/en/romance/no-outtakes/list?title_no=4013;Romance;173462;4900000;1
Dr. Hound;https://www.webtoons.com/en/thriller/dr-hound/list?title_no=3266;Thriller;56321;1600000;2
Publishing Love;https://www.webtoons.com/en/romance/publishing-love/list?title_no=4218;Romance;123780;2100000;2
The Legendary Fossil;https://www.webtoons.com/en/drama/the-legendary-fossil/list?title_no=3212;Drama;134314;2200000;3
Love and Leashes;https://www.webtoons.com/en/romance/love-and-leashes/list?title_no=3919;Romance;255717;11500000;1
This Life to the Next;https://www.webtoons.com/en/drama/this-life-to-the-next/list?title_no=4217;Drama;126704;1600000;2
Dreaming Freedom;https://www.webtoons.com/en/drama/dreaming-freedom/list?title_no=4180;Drama;169556;3900000;1
Noise From Upstairs;https://www.webtoons.com/en/thriller/noise-from-upstairs/list?title_no=4216;Thriller;46538;927802;1
Mythical Errand;https://www.webtoons.com/en/fantasy/mythical-errand/list?title_no=4014;Fantasy;124918;4600000;1
Luggage;https://www.webtoons.com/en/fantasy/luggage/list?title_no=1642;Fantasy;80924;2400000;1
Seasons of Blossom;https://www.webtoons.com/en/romance/seasonsofblossom/list?title_no=2509;Romance;847673;51700000;2
Agatha;https://www.webtoons.com/en/drama/agatha/list?title_no=3525;Drama;142837;3100000;1
Your Throne;https://www.webtoons.com/en/fantasy/your-throne/list?title_no=2009;Fantasy;1600000;118400000;1
Lone;https://www.webtoons.com/en/fantasy/lone/list?title_no=1929;Fantasy;312339;15000000;1
Midnight Poppy Land;https://www.webtoons.com/en/romance/midnight-poppy-land/list?title_no=1798;Romance;2400000;216500000;1
Bad Signs;https://www.webtoons.com/en/comedy/bad-signs/list?title_no=1623;Comedy;262717;14100000;1
Raven Saga;https://www.webtoons.com/en/fantasy/raven-saga/list?title_no=2527;Fantasy;223066;8100000;1
Love Me Knot;https://www.webtoons.com/en/romance/love-me-knot/list?title_no=2224;Romance;914918;43500000;1
Beyond Virtual;https://www.webtoons.com/en/drama/beyond-virtual/list?title_no=2504;Drama;174463;3400000;1
Nice To Meet You;https://www.webtoons.com/en/romance/nice-to-meet-you/list?title_no=2066;Romance;1400000;78400000;1
